text,label
먹찌,먹지
왜왱,왜왜
자기얌,자기야
모해써,뭐했어
저기욤,저기요
끄래,그래
대써,됐어
대지,돼지
에바여,에바야
샀냐구,샀냐고
귀욤,귀엽
되어용,되어요
잤넹,잤네
라구,라고
머것냠,먹었냐
신기햄,신기해
서녕,선영
저저저저,저
미녕,민영
햇냠,했냐
햇냐,했냐
토욜,토요일
월욜에,월요일에
대박이얌,대박이야
일욜날,일요일날
금욜은,금요일은
조하조하,좋아좋아
개조아,개좋아
쪼꼬만거,조그만거
맞자나,맞잖아
정하구,정하고
알바하구,알바하고
안하구,안하고
중이넹,중이네
눈물나넹,눈물나네
개빡치넹,개빡치네
몇시얌,몇시야
차얌,차야
해주까,해줄까
수욜날,수요일날
토욜날,토요일날
금욜,금요일
목욜,목요일
월욜은,월요일은
목욜에,목요일에
토욜에,토요일에
수욜,수요일
월욜,월요일
일욜에,일요일에
사달라구,사달라고
목욜이,목요일이
아니라구,아니라고
하더라구요,하더라고요
달라구,달라고
왔어용,왔어요
봐야징,봐야지
마셧어,마셨어
엿구나,였구나
뭐여,뭐야
할까여,할까요
있어여,있어요
사람이여,사람이요
누구여,누구요
할려구,할려고
낼부터,내일부터
낼부턴,내일부턴
쪼금,조금
가지구,가지고
좋구요,좋고요
별루야,별로야
괜찬아,괜찮아
같어,같아
많어,많아
씻구,씻고
저두요,저도요
뭐혀,뭐해
바뻐,바빠
때매,땜에
말구,말고
가꼬,갖고
얼마여,얼마야
안혀,안해
자낭,자나
야쓰야쓰,예스예스
좋구만유,좋고만요
놀러왕,놀러와
해버,해봐
거민,고민
체고야,최고야
하누,하냐
울엄마,우리엄마
울집,우리집
가져가셈,가져가세요 
오셈,오세요 
들어보셈,들어보세요 
해주셈,해주세요 
사오셈,사오세요 
보내셈,보내세요 
입으셈,입으세요 
찍으셈,찍으세요 
보셈,보세요 
노셈,노세요 
주셈,주세요 
하셈,하세요 
데려오셈,데려오세요 
가셈,가세요 
조심하셈,조심하세요 
보내주셈,보내주세요 
찾아보셈,찾아보세요 
전해주셈,전해주세요 
마셈,마세요
해보셈,해보세요 
나오셈,나오세요
사셈,사세요
빡셈,빡세요
공부하셈,공부하세요
드셈,드세요
왓어,왔어
좋아유,좋아요
네에,네
봐두,봐도
지굼,지금
되까,될까
없다구요,없다고요
아퍼,아파
않어,않아
아닌디,아닌데
올께,올게
하까,할까
시러,싫어
죽겄어,죽겠어
허엉,헝
이쁘니,이쁜이
좋은디,좋은데
말어,말아
어뜩해,어떡해
모르겄다,모르겠다
거구,거고
글루,글로
어니냐,아니냐
낫어,났어
너어,너
쬐끔,조금
모냐,뭐냐
자알,잘
조심혀,조심해
없드라,없더라
이케,이렇게
푸욱,푹
빼액,빽
꿧어,꿨어
쫌만,좀만
이러구,이러고
있구,있고
되유,돼요
보구,보고
이것두,이것도
알구,알고
증말,정말
이고,이거
뭐라구,뭐라고
얼릉,얼른
글치,그렇지
아부지가,아버지가
없구,없고
보는디,보는데
히잉,힝
나왓는데,나왔는데
뭐어,뭐
그리구,그리고
놀구,놀고
바루,바로
노라,놀아
고야,거야
사두,사도
어케든,어떻게든
구런가,그런가
아항,아하
돼여,돼요
호홓,호호
힣힣,히히
히힣,히히
야쓰야,예스야
예브다,예쁘다
나왕,나와
크킄,크크
아조씨,아저씨
바바바,봐봐봐
킄킄,큭큭
있는고,있는거
미친고,미친거
우앙,우아
뮤야,뭐야
헤헿,헤헤
헿헿,헤헤
어켘,어케
잇을까,있을까
내럈어,내렸어
오디가,어디가
헸어,했어
오홍,오호
해두,해도
놀쟈,놀자
전해죠,전해줘
잔아,잖아
케이쿠,케이크
모하니,뭐하니
저염,저요
같오,같아
잇던데,있던데
미챴네,미쳤네
바야,봐야
찍오,찍어
구닌,군인
사조,사줘
바께,밖에
교슈님,교수님
호곡,허걱
샀지렁,샀지요
고냥,그냥
안행,안해
파슷하,파스타
몰겠네,모르겠네
알려줄겤,알려줄게
있남,있나
개마나,개많아
일어났오,일어났어
필요행,필요해
고마엉,고마워
멀라,몰라
바부,바보
와쏘요,왔어요
허얼,헐
궈궈,고고
알려져,알려줘
머그러,먹으러
거여,거야
어때여,어때요
묵자,먹자
됴륵,주륵
알려줄겡,알려줄게
무야,뭐야
기엽,귀엽
더어요,더워요
완벽행,완벽해
햇당,했다
구래서,그래서
잇을게,있을게
진째,진짜
그랭,그래
가두,가도
민망쓰,민망
줘두대,줘도돼
된댕,된대
마자마자,맞아맞아
가바,가봐
이고랑,이거랑
잘해랑,잘해라
슈발,시발
무셔,무서워
무서버여,무서워요
오킹,오키
마쟈마쟈,맞아맞아
빠이,바이
칼퇴,칼퇴
긔긔,기기
꿀이당,꿀이다
또로록,또르륵
드세여,드세요
없쪄,없어
푸우욱,푹
해바,해봐
옼께이,오케이
행벅,행복
먹오,먹어
있을랭,있을랭
시포요,싶어요
먹누,먹냐
없졍,없어
내려써,내렸어
괜차너,괜찮아
가고든,가거든
모하지,뭐하지
조녜,존예
잇잖아,있잖아
넴넴,네네
너어무,너무
없디,없지
후기점,후기좀
굳굳,굿굿
구러면,그러면
찾아볼겡,찾아볼게
넵넵,네네
곰인이야,고민이야
잣오,잤어
잇움,있음
나갓어,나갔어
어니,아니
타용,타요
입오,입어
있여,있어
나왔댕,나왔대
그니께,그니까
마로,말아
주까,줄까
다행이넹,다행이네
얘두라,얘들아
코오,코
했었오,했었어
앙대,안돼
오께,올게
갈고야,갈거야
톡행,톡해
오디임,어디임
엇구나,었구나
말해줄겡,말해줄게
눈데,는데
중이당,중이다
여윽시,역시
힘드러,힘들어
네넹,네네
흐윽,흑
없아,없어
모냐면,뭐냐면
오또케,어떡해
일고야,일거야
오카지,어떡하지
설렌단,설렌다
사갈겡,사갈게
달려갈겡,달려갈게
갱차나,괜찮아
먹곺다,먹고싶다
가여,가요
거용,거요
저아,좋아
미쵸,미쳐
노농,노노
궁그매,궁금해
그롬,그럼
개꾸르,개꿀
굳굳굳,굿굿굿
느데,는데
으앜,으악
카턱,카톡
웃기넼,웃기네
그로묜,그러면
앜앜,악악
차칸,착한
투표해쥬,투표해줘
모하냥,뭐하냐
더랑,더라
머가,뭐가
안대는,안되는
모라고,뭐라고
와웅,와우
없자,없다
곤가,건가
행복행,행복해
치구,치고
보규,보고
후음,흠
어카냐,어떡하냐
안데,안돼
고것이,그것이
먼디,뭔데
가냔,가냐
엇네,었네
곰인,고민
왔졍,왔어
가져가까,가져갈까
마러,말아
애매행,애매해
잇죠,있죠
나갈겡,나갈게
맛있오,맛있어
알려죠,알려줘
와바,와봐
따네,다네
잇다,있다
해야댕,해야돼
쨌든,쨌든
잇네,있네
커몬,컴온
아쉽쓰,아쉽
어땠오,어땠어
가능행,가능해
탔옹,탔어
해놓고서,해놓고서
희희,히히
하핳,하하
몰랐엌,몰랐어
쏘요,써요
머시따,머시따
극횸,극혐
오세용,오세요
시름,싫음
잇어야,있어야
모햄,뭐해
만타,많다
따링,따리
머야,뭐야
맞오,맞아
쪼꼼,조금
어디겡,어디게
싶디,싶지
마자용,맞아요
나갓다,나갔다
살랭,살래
가묜,가면
괜찮오,괜찮아
구래,그래
건뎈,건데
오캄,어떡함
조아여,좋아요
미칭,미친
건감,건가
몬데,뭔데
잇다니,있다니
싶오,싶어
있숨,있음
조아조아,좋아좋아
미틴,미친
몰랴,몰라
물어보까,물어볼까
히리,히히
자증남,짜증남
좋디,좋지
먼가,뭔가
조음,좋음
와쏘,왔어
메렁,메롱
잇으니까,있으니까
일겅,일걸
갠찬,괜찮
오케에,오케
올만에,오랜만에
부타,부터
가까,갈까
노놉,노노
구게,그게
오능,오늘
무셔무셔,무서워무서워
보낼겡,보낼게
갔옹,갔어
재밌단,재밌다
잇더라고,있더라고
해볼랭,해볼래
글쿠만,그렇구만
하장,하자
죠아,좋아
되잖어,되잖아
쉅이야,수업이야
만났오,만났어
쪼아,좋아
조화,좋아
미아내,미안해
싫아,싫어
고임,거임
요기가,여기가
네넴,네
정도여,정도야
어는데,오는데
만나까,만날까
잇고,있고
보냈오,보냈어
델러,데릴러
오신댕,오신대
개조음,개좋음
미쵸따,미쳤다
잇다가,있다가
쏴리,쏘리
완준,완전
머르겟어,모르겠어
얘들은,애들은
그니깤,그니까
요긴,여긴
거당,거다
샀오,샀어
와따,왔다
설렛네,설렜네
준비하게,준비하게
사랑행,사랑해
보내죠,보내줘
마쟠,맞아
뭐였짘,뭐였지
죠기,저기
해유,해요
한디,한데
잇는데,있는데
머거,먹어볼게
보야줘,보여줘
미안행,미안해
언제여,언제요
몬가,뭔가
한제,한데
머냐,뭐냐
아마두,아마도
중야,중이야
어떨게,어떻게
거어의,거의
한당,한다
하묜,하면
무얔,뭐야
완존,완전
아앜,아악
보여주까,보여줄까
모하냐,뭐하냐
유늘,오늘
시퐁,싶어
모하심,뭐하심
시인뎅,시인데
해용,해요
으른,어른
나오거든,나오거든
해주겠다,해주겠다
녜에에,네
귀여유,귀여워
안보야,안보여
뭐옄,뭐야
대박이댱,대박이다
데꼬,데리고
살오,살아
너므,너무
잇긴,있긴
아라쪄,알았어
이뿐,이쁜
있닁,있니
불편행,불편행
봉게,볼게
어딨오,어딨어
도착쓰,도착
이자나,이잖아
해줄겡,해줄게
그니가,그니까
당욘,당연
야들,얘들
올른,얼른
구니까,그니까
알써,알겠어
찍어줄겡,찍어줄게
엇음,었음
노세용,노세요
아뇽,아뇨
몬가요,뭔가요
오닝,오니
시롸냐,실화냐
잇거든,있거든
머겅,먹어
진짱,진짜
말하는고,말하는거
건디,건데
안해두,안해도
두대,도돼
아니옄,아니요
심시매,심심해
꺼로,거로
거양,거냐
있지롱,있지요 
쥬르륵,주르륵
그른가,그런가
했졍,했어
오디야,어디야
그러장,그러자
오께이,오케이
받아써,받았어
모태,못해
이쏘,있어
액이,애기
고민쓰,고민
씨발,시발
싸랑해,사랑해
끝났오,끝났어
몰까,뭘까
아닌감,아닌감
우디서,어디서
그라,그래
빠이팅,파이팅
오옹,오오
엇어,었어
땟어,땠어
탔오,탔오
디진다,뒤진다
놀랏어,놀랐어
봤냨,봤냐
해볼게용,해볼게요 
보여죵,보여줘 
있고든,있거든
들엉,들어 
사줘써,사줬어 
가야디,가야지 
우어어,으어어 
괜찮어,괜찮아 
구러게,그러게 
인죵,인정
갔냔,갔냐 
들어따,들었다 
울아빠,우리아빠 
출발한당,출발한다 
아니당,아니다 
한뎈,한데 
몰렁,몰러 
있나여,있나요 
조케따,좋겠다 
귀여웡,귀여워 
않으까,않을까 
이얌,이야 
젛다,좋다 
구래구래,그래그래
되가지구,되어가지고 
몰랏네,몰랐네 
모길래,뭐길래
왔우,왔어 
같엉,같아 
걱정되서,걱정돼서 
있서,있어 
갠찮을,괜찮을 
있다거,있다고 
샀당,샀다 
가기러,가기로 
그랫,그래
된다규,된다고 
그랫다,그랬다 
봐써,봤어 
가기루,가기로 
잘가융,잘가용 
기달료,기다려
먹으까,먹을까 
마쟝,맞아
하겠져,하겠죠 
정리하구,정리하고 
도착했오,도착했어 
재밌엉,재밌어 
개귀여어,개귀여워
싶당당,싶다
막막쓰,막막
씻었엉,씻었어 
고딩들,고등학생들 
알겠져,알겠어 
돼영,돼요 
고생했당,고생했다 
아라써,알았어 
삿어,샀어 
알았다구,알았다고 
옴청,엄청 
되었당,되었다 
아니였던,아니었던 
꼬옥,꼭 
봐여,봐요 
인날,일어날  
분이얌,분이야 
하거덩,하거든 
좋습니당,좋습니다 
잤엉,잤어 
구럼,그럼 
배고팡,배고파 
고생해쏘,고생했어
귀차나,귀찮아 
아니거,아니고
찐이야,진짜야 
쁠렉스,플렉스 
말쟈,말자 
버스타구,버스타고 
출발하쟈,출발하자 
찾아따,찾았다 
바꼈다,바뀌었다 
초딩때,초등학생때 
얼룬,얼른 
거져,거저 
그량,그래
망했오,망했어
안나온대,안나온대 
사믄,사면 
비쥬얼,비주얼 
보칵,복학 
톡하구,톡하고 
그랬자나,그랬잖아 
왔오요,왔어요 
안하기러,안하기로
그닥,그다지 
슬푸다,슬프다 
썻어,썼어 
끝나유,끝나요
갈게염,갈게요 
고얌,고양 
오켕,오케이 
하더라구,하더라고 
해줘써,해줬어 
네엡,네
싶구,싶고 
발써,벌써
나와두,나와도 
듣구,듣고 
못행,못해
하셍,하세요 
젠짜,진짜 
나간다구,나간다고 
먹었엉,먹었어 
느꼇어,느꼈어 
바껴서,바뀌어서 
들어죠,들어줘 
받겟지,받겠지 
나왔서,나왔어 
이젴,이제 
날라가서,날아가서 
오라구,오라고 
읽구,읽고 
갈거얌,갈거야
가야겟다,가야겠다 
읽으라구,읽으라고 
않움,않음 
한명두,한명도
좋징,좋지 
넌이넹,넌이네
별론디,별론데 
갈라궁,가려고
될까여,될까요 
가야징,가야지 
싫당,싫다 
힘들구,힘들고 
누구얌,누구야 
보내써,보냈어
되지롱,되지요 
굳나잇,굿나잇
와죠,와줘 
설렌당,설렌다
고갱님,고객님 
아니겟지,아니겠지 
이거얌,이거야 
아니묜,아니면 
죽겟어,죽겠어 
가거,가고
그리거,그리고
괜츈,괜찮
있다구,있다고 
없따,없다 
겟다,겠다 
갓다,갔다 
좋겠당,좋겠다 
보내주숑,보내줘
옴마가,엄마가 
쨋든,쨌든 
있는뎅,있는데 
또오,또
하세여,하세요 
되지여,되지요 
기엽지,귀엽지 
진쫘,진짜 
딩굴거리다가,뒹굴거리다가 
힘들댜,힘들다 
생각했는뎅,생각했는데 
이쁘넹,이쁘네 
도착했엉,도착했어 
아니얌,아니야 
아니믄,아니면 
남았오,남았어 
괜찮나유,괜찮나요 
해죠,해줘 
가려웡,가려워 
일하구,일하고 
살앗다,살았다 
오킈,오키
잘했따,잘했다 
보기루,보기로 
되거,되고
어디얏,어디야 
먹겟어,먹겠어 
지이이이,지
겅부할,공부할 
모르것다,모르겠다 
이져,이죠 
없게찌,없겠지 
타두,타도 
언능,얼른 
보내주삼,보내주세요 
좋움,좋음 
운동쌤,운동선생님 
찍엇다,찍었다 
알겠습니당,알겠습니다 
이얔,이야 
갓냐,갔냐 
말햌,말해 
열어바,열어봐 
올거양,올거야
됏어,됐어 
존옌데,존예인데
엇겟다,었겠다 
떳지,떴지 
햇지,했지 
그랬다구,그랬다고 
쓰잖어,쓰잖아 
자야겟다,자야겠다 
긔여운,귀여운 
옶오,없오 
하쥐,하지 
한번두,한번도 
재밋게,재밌게 
야징,야지
말햇는데,말했는데 
끝낫다,끝났다 
들렷다,들렸다 
잼씀,재미있음
해여,해요 
애니매이션,애니메이션 
엿음,였음 
찾아봐야징,찾아봐야지 
갓어,갔어 
남앗는데,남았는데 
갠찮아,괜찮아 
축하드린다구,축하드린다고 
맞앜,맞아 
호옴,흠 
빠졌넹,빠졌네 
부롭다,부럽다 
어케,어떻게 
올마나,얼마나 
될꺼,될거 
줬오,줬어 
먹엇는,먹었는 
받아랏,받아라 
칭구,친구 
같앗는데,같았는데 
보내주세용,보내주세요 
있엉,있어 
있엇어,있었어 
만나쟈,만나자
부러오,부러워
못했졍,못했어
잘한다구,잘한다고 
오킿,오키
먹쟝,먹자
미치겟음,미치겠음 
잘꺼야,잘거야 
갔내,갔네 
잇엇,있었어
나왓다,나왔다 
다니거,다니고 
할라구,할라고 
또록,또륵
왔자나,왔잖아 
알겟네,알겠네 
맞넹,맞네 
하닝,하니 
되나용,되나요 
역쉬,역시 
기엽네,귀엽네 
같더라구,같더라고 
예쁘넹,예쁘네 
생겼엉,생겼어 
있네유,있네요 
일케,이렇게 
업따,없다 
못봤오,못봤어 
안남았넹,안남았네 
개쩐당,개쩐다
실화냐구,실화냐고 
같운데,같은데 
찐이다,진짜다
같아용,같아요 
갠차는,괜찮은 
해쏘,했어 
안가두,안가도 
버려써,버렸어 
알았오,알았어 
켘케,케케 
해주쇼,해줘 
찾아써,찾았어 
깻다,깼다 
춥당,춥다 
막가롱,마카롱
드릅게,더럽게
마즘,맞음
갠차낭,괜찮아
돼써,됐어
삼처넌,삼천원 
막걸리얌,막걸리야 
모햐,모해
잘해쏘,잘했어 
몰랏는데,몰랐는데 
그때즘,그때쯤 
해바바,해봐
큐큨,큐큐 
나간당,나간다
글애,그래
이번쥬,이번주
들어바바,들어봐봐 
글고,그리고 
아닌강,아닌가
바쁘겠넹,바쁘겠네 
없져,없죠 
기다리구,기다리고 
그로게,그러게
탑니당,탑니다 
조아아,좋아
만나쟝,만나자
않앗나,않았나 
옴마,엄마 
요올,욜
그러게유,그러게요 
만나묜,만나면 
가야댐,가야됨
알앗다,알았다 
껄로,걸로 
공부하구,공부하고 
해찌,했지 
맞당,맞다 
오바여,오바야
마져,맞아
그칰,그치
어떡행,어떡해
좋으네,좋네 
미쳣냐고,미쳤냐고 
아프겟다,아프겠다 
구로묜,그러면 
기차나서,귀찮아서
싶움,싶음 
찍으까,찍을까 
삿지,샀지 
암때나,아무때나 
안이뽀,안예뻐 
싶엇는데,싶었는데 
근뎅,근데 
빠르당,빠르다 
보냇어,보냈어
올려두,올려도 
알아써,알았어 
할게여,할게요 
본다구,본다고 
그랫다는데,그랬다는데 
싫엌,싫어 
아앀,아씨 
않자나,않잖아 
되는뎅,되는데 
거예여,거에요
몰랑,몰라 
됴아,좋아
지났는디,지났는데 
새상에,세상에 
보내쥬라,보내줘라
먹을겨,먹을거 
어렵넹,어렵네 
해놧는데,해놨는데
금욜도,금요일도 
하나봥,하나봐
갈겤,갈게 
생각중이얌,생각중이야 
봣어,봤어 
못햇는데,못했는데 
예뿌다,예쁘다 
잘라구,자려고
귀여어,귀여워 
많댕,많대
그것두,그것도 
좋지유,좋지요 
부러우,부러워
햇는데,했는데 
겅부,공부
보냈슈,보냈어
몬뎅,뭔데 
갈겡,갈게 
알앗어,알았어 
먹엉,먹어 
원피스얌,원피스야 
사쟈,사자 
골랑,골라 
했엌,했어 
날이얌,날이야 
배구파,배고파 
찾아봐야겠댱,찾아봐야겠다 
없써,없어 
껴주세여,껴주세요 
보내쥬,보내줘
들어조,들어줘
먹을거얌,먹을거야 
없넹,없네 
생겻네,생겼네 
예쁘징,예쁘지 
머야머야,뭐야뭐야
당황쓰,당황
같운뎅,같은데 
드가서,들어가서 
잘햇어,잘했어 
몬데에,뭔데
나더,나도 
하자녀,하잖아 
그렴,그럼 
잡을겡,잡을게 
잇어요,있어요 
고생해써,고생했어 
좋자나,좋잖아 
하는뎁,하는데 
편한대루,편한대로 
남아써,남았어 
찾아보구,찾아보고 
깨써,깼어
해야징,해야지 
오때,어때 
봣음,봤음 
날라감,날아감 
안조아해,안좋아해 
없겟지,없겠지 
어떄,어때 
보자규,보자고 
잇는게,있는게
화끈하넹,화끈하네 
많은디,많은데 
하쥬,하죠 
좋더라구,좋더라고 
타써,탔어
아냥,아냐 
있으,있어 
몇이얌,몇이야 
한다구,한다고 
조으다,좋다 
됏네,됐네 
콛잉,코딩 
같넹,같네 
귀엽당,귀엽다 
먹징,먹지 
부럽,부러워
고마오,고마워 
인나서,일어나서
손꾸락,손가락 
네에에,네
저러케,저렇게 
갱냄,강남
나더라구,나더라고 
타려구,타려고 
갈꺼면,갈거면 
받구,받고 
고생했엉,고생했어 
다행이구,다행이고 
사랑해용,사랑해요 
금욜에,금요일에 
개웃겻네,개웃겼네 
만나구,만나고 
긔여워,귀여워 
예뽀,예뻐
갈건디,갈건데 
지낫지만,지났지만 
엇는,었는
어켕,어케
봣다,봤다 
디금,지금 
어딧어,어딨어 
출근한당,출근한다 
하시나여,하시나요 
너둥,너도
팔앗어,팔았어 
이쪙,있어
좋겟다,좋겠다 
도착햇다,도착했다 
끝나곸,끝나고 
싶어써,싶었어 
갈라구,갈라고 
목욜날,목요일날
어디얔,어디야 
우짬,어쩜
머얌,뭐야
말규,말고
재밌었오,재밌었어 
쓰께,쓸게
가튼뎅,같은데
남앗다,남았다 
잘쟈,잘자
싶은뎅,싶은데 
젛지,좋지 
탔엉,탔어 
보여쥬,보여줘 
됏고,됐고 
내꺼는,내거는 
아니냐구,아니냐고 
데꾸,데리고
찾아쏘,찾았어
잘하구,잘하고 
만들었오,만들었어 
남앗어,남았어 
겅부하기,공부하기 
잇엇어,있었어
이씀,있음 
찍어두림,찍어드림
배고프닷,배고프다
있을겡,있을게 
볼게여,볼게요 
있어용,있어요 
중인디,중인데 
재밋겟다,재밌겠다 
쬐금,조금
어떡하징,어떡하지 
배구팡,배고파
고마오요,고마워요 
나가려궁,나가려고
들어왔오,들어왔어 
바꿨넹,바꿨네 
거에여,거예요 
없는디요,없는데요 
봣을,봤을 
있겠당,있겠다 
간다구,간다고 
하세용,하세요 
말해쥬,말해줘
없옹,없어
그랫음,그랬음 
전화하구,전화하고 
보내두,보내도 
아쒸,아씨
고오맙다,고맙다 
찍엇어,찍었어 
실환가,실화인가
있는데유,있는데요 
재미써,재밌어
좋다구,좋다고 
햇다,했다 
조오치,좋지
이쒀,있어 
끝났졍,끝났어
재밌겟다,재밌겠다 
안녕하세여,안녕하세요 
가보려구,가보려고 
아니얔,아니야 
보여줭,보여줘
잇송,있어 
햇으면,했으면 
이뿌네,이쁘네 
봣니,봤니 
진챠,진짜 
나랑두,나랑도 
주세욤,주세요 
재밋는,재밌는 
같던디,같던데 
않앗는데,않았는데 
조아용,좋아요
안해써,안했어 
드뎌,드디어 
진쨔,진짜 
여즘,요즘 
웃기자나,웃기잖아 
했느데,했는데 
온댘,온대 
모르겟다,모르겠다 
당연쓰,당연
호다닥,후다닥 
줘써,줬어 
먹으려구,먹으려고 
찾았당,찾았다 
없더라구,없더라고 
하핫,하하 
잇을,있을 
없징,없지 
오세여,오세요 
배워쪄,배웠어 
봤엉,봤어 
멀엉,멀어 
없서,없어 
먹었오,먹었어 
되용,돼요
가려규,가려고
올겡,올게
대단쓰,대단
많자나,많잖아 
거에용,거에요 
할겡,할게 
입으까,입을까 
도착인디,도착인데
갈게유,갈게요 
곰아워,고마워
다행이얌,다행이야 
깨달앗다,깨달았다 
해줭,해줘
어늘,오늘
있따,있다 
봐바,봐봐 
가넼,가네
아뉘,아니 
않앗어,않았어 
싫어어,싫어
웃곀,웃겨 
바야지,봐야지
됐엌,됐어 
엄서,없어
모르겟넹,모르겠네 
봤는디,봤는데 
어떠케,어떻게 
미쳐따,미쳤다 
디져,뒤져
한댜,한다 
도와죠,도와줘 
정해보쟈,정해보자 
부러어,부러워
않앗,않아 
오케오케,오케이오케이 
확인하구,확인하고 
사줄겡,사줄게 
아낰,아나
자야겠당,자야겠다 
있낭,있나 
출근했오,출근했어 
서럽,서러워
몰라유,몰라요 
생겻어,생겼어 
나갔엉,나갔어 
할건디,할건데
마넌,만원 
나왔당,나왔다 
맞아용,맞아요 
집가야겟다,집가야겠다 
않을까용,않을까요 
긔찮다,귀찮다 
궁금쓰,궁금 
맛있당,맛있다 
연옌,연예인 
같구,같고 
햇대,했대 
하려구,하려고 
수옵,수업 
머하는데,뭐하는데 
정말루,정말로 
보세용,보세요 
그랫어,그랬어 
모얌,뭐야
가여지,가야지 
때려두,때려도 
탓어,탔어 
찍어죠,찍어줘 
말해죵,말해줘
아니에여,아니에요 
되구,되고 
고오오급,고급 
일욜,일요일 
오케잉,오케이 
다행이네여,다행이네요 
포기얌,포기야 
으아어,으어어 
울엇어,울었어 
없어여,없어요 
사써,샀어 
그칭,그치
기여어,귀여워
먹엇어요,먹었어요 
마시구,마시고 
안햌,안해 
늙엇다,늙었다 
지워써,지웠어 
풀쟈,풀자 
안봣어,안봤어 
참고러,참고로 
유툽,유튜브 
모르겠넹,모르겠네 
같아여,같아요 
학겨,학교 
멋쪄,멋져 
잘생긴게,잘생긴게 
이써요,있어요 
짜증나긴,짜증나기는 
햇던,했던 
오땨,어때
아직두,아직도 
어디루,어디로 
하라구,하라고 
인났다,신났다 
않이,아니
말할려,말하려 
강게,가게
